File Path,Line Number,Violation Type,Priority,Description,Line Content,Suggested Fix
stdlib/concurrent/patterns.asthra,122,auto_type,MEDIUM,Auto type annotation should be explicit type,let task_channel: auto = match task_channel_result {;,let task_channel: <explicit_type> = match task_channel_result {;
stdlib/concurrent/patterns.asthra,126,auto_type,MEDIUM,Auto type annotation should be explicit type,"let result_channel_result: auto = channel::<Result<*mut void, string>>(100);","let result_channel_result: <explicit_type> = channel::<Result<*mut void, string>>(100);"
stdlib/concurrent/patterns.asthra,127,auto_type,MEDIUM,Auto type annotation should be explicit type,let result_channel: auto = match result_channel_result {;,let result_channel: <explicit_type> = match result_channel_result {;
stdlib/concurrent/patterns.asthra,131,auto_type,MEDIUM,Auto type annotation should be explicit type,let shutdown_signal_result: auto = channel::<()>(worker_count);,let shutdown_signal_result: <explicit_type> = channel::<()>(worker_count);
stdlib/concurrent/patterns.asthra,132,auto_type,MEDIUM,Auto type annotation should be explicit type,let shutdown_signal: auto = match shutdown_signal_result {;,let shutdown_signal: <explicit_type> = match shutdown_signal_result {;
stdlib/concurrent/patterns.asthra,137,auto_type,MEDIUM,Auto type annotation should be explicit type,let pool: auto = WorkerPool {;,let pool: <explicit_type> = WorkerPool {;
stdlib/concurrent/patterns.asthra,148,auto_type,MEDIUM,Auto type annotation should be explicit type,let task_ch: auto = pool.task_channel.clone();,let task_ch: <explicit_type> = pool.task_channel.clone();
stdlib/concurrent/patterns.asthra,149,auto_type,MEDIUM,Auto type annotation should be explicit type,let result_ch: auto = pool.result_channel.clone();,let result_ch: <explicit_type> = pool.result_channel.clone();
stdlib/concurrent/patterns.asthra,150,auto_type,MEDIUM,Auto type annotation should be explicit type,let shutdown_ch: auto = pool.shutdown_signal.clone();,let shutdown_ch: <explicit_type> = pool.shutdown_signal.clone();
stdlib/concurrent/patterns.asthra,174,auto_type,MEDIUM,Auto type annotation should be explicit type,let task_id: auto = self.next_task_id;,let task_id: <explicit_type> = self.next_task_id;
stdlib/concurrent/patterns.asthra,177,auto_type,MEDIUM,Auto type annotation should be explicit type,"let task_with_id: auto = Task::new(task.execute_fn, task.cleanup_fn, task.data, task_id);","let task_with_id: <explicit_type> = Task::new(task.execute_fn, task.cleanup_fn, task.data, task_id);"
stdlib/concurrent/patterns.asthra,282,auto_type,MEDIUM,Auto type annotation should be explicit type,let result: auto = task.execute();,let result: <explicit_type> = task.execute();
stdlib/concurrent/patterns.asthra,316,auto_type,MEDIUM,Auto type annotation should be explicit type,"let func: auto = data as fn() -> Result<*mut void, string>;","let func: <explicit_type> = data as fn() -> Result<*mut void, string>;"
stdlib/concurrent/patterns.asthra,335,empty_params,HIGH,Function with empty parameter list should use (none),extern fn get_current_time_ms() -> u64;,extern fn get_current_time_ms(none) -> u64;
stdlib/concurrent/patterns.asthra,363,auto_type,MEDIUM,Auto type annotation should be explicit type,let semaphore_result: auto = create_semaphore(max_rate);,let semaphore_result: <explicit_type> = create_semaphore(max_rate);
stdlib/concurrent/patterns.asthra,364,auto_type,MEDIUM,Auto type annotation should be explicit type,let semaphore: auto = match semaphore_result {;,let semaphore: <explicit_type> = match semaphore_result {;
stdlib/concurrent/patterns.asthra,384,auto_type,MEDIUM,Auto type annotation should be explicit type,let current_time: auto = get_current_time_ms();,let current_time: <explicit_type> = get_current_time_ms();
stdlib/concurrent/patterns.asthra,385,auto_type,MEDIUM,Auto type annotation should be explicit type,let elapsed_seconds: auto = (current_time - self.last_refill) / 1000;,let elapsed_seconds: <explicit_type> = (current_time - self.last_refill) / 1000;
stdlib/concurrent/patterns.asthra,388,auto_type,MEDIUM,Auto type annotation should be explicit type,let permits_to_add: auto = elapsed_seconds * (self.refill_rate as u64);,let permits_to_add: <explicit_type> = elapsed_seconds * (self.refill_rate as u64);
stdlib/concurrent/patterns.asthra,418,empty_params,HIGH,Function with empty parameter list should use (none),"* fn worker_pool_example() -> Result<(), string> {","* fn worker_pool_example(none) -> Result<(), string> {"
stdlib/concurrent/patterns.asthra,482,empty_params,HIGH,Function with empty parameter list should use (none),"* fn rate_limiter_example() -> Result<(), string> {","* fn rate_limiter_example(none) -> Result<(), string> {"
stdlib/concurrent/channels.asthra,227,auto_type,MEDIUM,Auto type annotation should be explicit type,let channel: auto = match channel_result {;,let channel: <explicit_type> = match channel_result {;
stdlib/concurrent/channels.asthra,344,empty_params,HIGH,Function with empty parameter list should use (none),"* fn producer_consumer_example() -> Result<(), string> {","* fn producer_consumer_example(none) -> Result<(), string> {"
stdlib/asthra/collections_enhanced.asthra,51,empty_params,HIGH,Function with empty parameter list should use (none),fn vec_default_config() -> VecConfig {,fn vec_default_config(none) -> VecConfig {
stdlib/asthra/collections_enhanced.asthra,62,auto_type,MEDIUM,Auto type annotation should be explicit type,let config: auto = vec_default_config();,let config: <explicit_type> = vec_default_config();
stdlib/asthra/collections_enhanced.asthra,109,auto_type,MEDIUM,Auto type annotation should be explicit type,let vec_result: auto = vec_with_capacity(slice.len);,let vec_result: <explicit_type> = vec_with_capacity(slice.len);
stdlib/asthra/collections_enhanced.asthra,114,auto_type,MEDIUM,Auto type annotation should be explicit type,"let push_result: auto = vec_push(&mut vec, slice[i]);","let push_result: <explicit_type> = vec_push(&mut vec, slice[i]);"
stdlib/asthra/collections_enhanced.asthra,131,auto_type,MEDIUM,Auto type annotation should be explicit type,let grow_result: auto = vec_grow(vec);,let grow_result: <explicit_type> = vec_grow(vec);
stdlib/asthra/collections_enhanced.asthra,155,auto_type,MEDIUM,Auto type annotation should be explicit type,let grow_result: auto = vec_grow(vec);,let grow_result: <explicit_type> = vec_grow(vec);
stdlib/asthra/collections_enhanced.asthra,252,auto_type,MEDIUM,Auto type annotation should be explicit type,"let find_result: auto = vec_find(vec, item);","let find_result: <explicit_type> = vec_find(vec, item);"
stdlib/asthra/collections_enhanced.asthra,262,auto_type,MEDIUM,Auto type annotation should be explicit type,let required_capacity: auto = (*dest).length + (*src).length;,let required_capacity: <explicit_type> = (*dest).length + (*src).length;
stdlib/asthra/collections_enhanced.asthra,264,auto_type,MEDIUM,Auto type annotation should be explicit type,"let reserve_result: auto = vec_reserve(dest, (*src).length);","let reserve_result: <explicit_type> = vec_reserve(dest, (*src).length);"
stdlib/asthra/collections_enhanced.asthra,274,auto_type,MEDIUM,Auto type annotation should be explicit type,"let push_result: auto = vec_push(dest, *src_ptr);","let push_result: <explicit_type> = vec_push(dest, *src_ptr);"
stdlib/asthra/collections_enhanced.asthra,300,auto_type,MEDIUM,Auto type annotation should be explicit type,let new_size: auto = (*vec).length * (*vec).element_size;,let new_size: <explicit_type> = (*vec).length * (*vec).element_size;
stdlib/asthra/collections_enhanced.asthra,301,auto_type,MEDIUM,Auto type annotation should be explicit type,let realloc_result: auto = core.realloc(;,let realloc_result: <explicit_type> = core.realloc(;
stdlib/asthra/collections_enhanced.asthra,326,auto_type,MEDIUM,Auto type annotation should be explicit type,let load_factor: auto = (*vec).length as f64 / (*vec).capacity as f64;,let load_factor: <explicit_type> = (*vec).length as f64 / (*vec).capacity as f64;
stdlib/asthra/collections_enhanced.asthra,328,auto_type,MEDIUM,Auto type annotation should be explicit type,let new_capacity: auto = (*vec).capacity / 2;,let new_capacity: <explicit_type> = (*vec).capacity / 2;
stdlib/asthra/collections_enhanced.asthra,330,auto_type,MEDIUM,Auto type annotation should be explicit type,"let _: auto = vec_resize(vec, new_capacity);","let _: <explicit_type> = vec_resize(vec, new_capacity);"
stdlib/asthra/collections_enhanced.asthra,339,auto_type,MEDIUM,Auto type annotation should be explicit type,let required_capacity: auto = (*vec).length + additional;,let required_capacity: <explicit_type> = (*vec).length + additional;
stdlib/asthra/collections_enhanced.asthra,361,auto_type,MEDIUM,Auto type annotation should be explicit type,let new_size: auto = new_capacity * (*vec).element_size;,let new_size: <explicit_type> = new_capacity * (*vec).element_size;
stdlib/asthra/collections_enhanced.asthra,363,auto_type,MEDIUM,Auto type annotation should be explicit type,let realloc_result: auto = core.realloc(;,let realloc_result: <explicit_type> = core.realloc(;
stdlib/asthra/collections_enhanced.asthra,385,auto_type,MEDIUM,Auto type annotation should be explicit type,let new_capacity: auto = if (*vec).capacity == 0 { ;,let new_capacity: <explicit_type> = if (*vec).capacity == 0 { ;
stdlib/asthra/collections_enhanced.asthra,426,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = hashset_insert(&mut set, slice[i]);","let insert_result: <explicit_type> = hashset_insert(&mut set, slice[i]);"
stdlib/asthra/collections_enhanced.asthra,440,auto_type,MEDIUM,Auto type annotation should be explicit type,"let was_present: auto = hashset_contains(set, &item);","let was_present: <explicit_type> = hashset_contains(set, &item);"
stdlib/asthra/collections_enhanced.asthra,442,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = hashmap_insert(&mut (*set).map, item, true);","let insert_result: <explicit_type> = hashmap_insert(&mut (*set).map, item, true);"
stdlib/asthra/collections_enhanced.asthra,460,auto_type,MEDIUM,Auto type annotation should be explicit type,"let remove_result: auto = hashmap_remove(&mut (*set).map, item);","let remove_result: <explicit_type> = hashmap_remove(&mut (*set).map, item);"
stdlib/asthra/collections_enhanced.asthra,506,auto_type,MEDIUM,Auto type annotation should be explicit type,let bucket: auto = (*src).map.buckets + bucket_index;,let bucket: <explicit_type> = (*src).map.buckets + bucket_index;
stdlib/asthra/collections_enhanced.asthra,513,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = hashset_insert(dest, (*current).key);","let insert_result: <explicit_type> = hashset_insert(dest, (*current).key);"
stdlib/asthra/collections_enhanced.asthra,539,auto_type,MEDIUM,Auto type annotation should be explicit type,let bucket: auto = (*dest).map.buckets + bucket_index;,let bucket: <explicit_type> = (*dest).map.buckets + bucket_index;
stdlib/asthra/collections_enhanced.asthra,547,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = hashset_insert(&mut temp_set, (*current).key);","let insert_result: <explicit_type> = hashset_insert(&mut temp_set, (*current).key);"
stdlib/asthra/collections_enhanced.asthra,569,auto_type,MEDIUM,Auto type annotation should be explicit type,let bucket: auto = temp_set.map.buckets + bucket_index;,let bucket: <explicit_type> = temp_set.map.buckets + bucket_index;
stdlib/asthra/collections_enhanced.asthra,574,auto_type,MEDIUM,Auto type annotation should be explicit type,"let insert_result: auto = hashset_insert(dest, (*current).key);","let insert_result: <explicit_type> = hashset_insert(dest, (*current).key);"
